noise,poly_name,family,sweep_parameter,sweep_value,degree,q,epsilon,n_samples,seed,target,emp_naive_mean,emp_naive_var,emp_naive_mse,emp_naive_bias,sym_naive_mean,sym_naive_var,sym_naive_mse,sym_naive_bias,err_naive_var_rel,err_naive_mse_rel,emp_unbiased_mean,emp_unbiased_var,emp_unbiased_mse,emp_unbiased_bias,sym_unbiased_mean,sym_unbiased_var,sym_unbiased_mse,sym_unbiased_bias,err_unbiased_var_rel,err_unbiased_mse_rel,emp_var_ratio_unbiased_over_naive,emp_mse_ratio_unbiased_over_naive,sym_var_ratio_unbiased_over_naive,sym_mse_ratio_unbiased_over_naive
laplace,quadratic,baseline,fixed,nan,2,-4.0,2.0,20000,1337,16.0,16.52015334587588,32.4382909291103,32.70885043233617,0.5201533458758796,16.5,33.25,33.5,0.5,0.024412302883900696,0.023616405004890435,16.02015334587588,32.4382909291103,32.4386970864603,0.02015334587587958,16.0,33.25,33.25,0.0,0.024412302883900696,0.024400087625254092,1.0,0.9917406652234775,1.0,0.9925373134328358
laplace,quadratic,baseline,fixed,nan,2,-4.0,5.0,20000,1337,16.0,16.089700239429526,5.061423074995542,5.069469207949256,0.08970023942952565,16.08,5.152,5.1584,0.08,0.017580924884405737,0.017239995357231797,16.00970023942953,5.0614230749955444,5.061517169640536,0.00970023942953091,16.0,5.152,5.152,0.0,0.017580924884405217,0.017562661172256303,1.0000000000000004,0.9984313864070323,1.0,0.998759305210918
laplace,quadratic,baseline,fixed,nan,2,-4.0,7.0,20000,1337,16.0,16.04796804871894,2.5775912260234657,2.579892159721368,0.047968048718939116,16.040816326530614,2.6205747605164516,2.6222407330279047,0.04081632653061224,0.016402330946862533,0.016149765646282434,16.007151722188325,2.5775912260234635,2.5776423731537226,0.007151722188325493,16.0,2.6205747605164516,2.620574760516451,0.0,0.01640233094686338,0.016382813423062813,0.9999999999999991,0.9991279532521667,1.0,0.9993646759847522
laplace,quadratic,baseline,fixed,nan,2,-4.0,10.0,20000,1337,16.0,16.025123269894625,1.262064110210628,1.262695288900826,0.025123269894624656,16.02,1.282,1.2824,0.02,0.015550616060352572,0.015365495242649668,16.00512326989463,1.2620641102106278,1.2620903581050409,0.005123269894628635,16.0,1.282,1.282,0.0,0.015550616060352745,0.015530141883743478,0.9999999999999998,0.9995209210004167,1.0,0.9996880848409233
laplace,quadratic,baseline,fixed,nan,2,-2.0,0.1,20000,1337,4.0,201.53831920509677,187855.21417649742,226876.60173087212,197.53831920509677,203.99999999999997,203199.99999999997,243199.99999999994,199.99999999999997,0.07551567826526846,0.06711923630397955,1.5383192050967966,187855.21417649742,187861.2740488334,-2.461680794903203,4.0,203199.99999999997,203199.99999999997,0.0,0.07551567826526846,0.07548585605889056,1.0,0.8280328276059077,1.0,0.8355263157894738
laplace,quadratic,baseline,fixed,nan,2,-2.0,0.5,20000,1337,4.0,11.944704128799787,414.45990540957695,477.57822910374523,7.944704128799787,12.0,448.0,512.0,8.0,0.0748662825679086,0.0672300212817476,3.944704128799786,414.45990540957695,414.4629630429487,-0.05529587120021384,4.0,448.0,448.0,0.0,0.0748662825679086,0.07485945749341814,1.0,0.8678430836781592,1.0,0.875
laplace,quadratic,baseline,fixed,nan,2,-2.0,1.0,20000,1337,4.0,5.9996670823861695,49.004526681475156,53.00319512185397,1.9996670823861695,6.0,52.0,56.0,2.0,0.057605256125477775,0.053514372824036247,3.999667082386169,49.004526681475156,49.00452679230929,-0.00033291761383091867,4.0,52.0,52.0,0.0,0.057605256125477775,0.05760525399405207,1.0,0.92455797579086,1.0,0.9285714285714286
laplace,quadratic,baseline,fixed,nan,2,-2.0,2.0,20000,1337,4.0,4.506662295689655,8.909339961621685,9.166046643495193,0.5066622956896554,4.5,9.25,9.5,0.5,0.03682811225711517,0.03515298489524286,4.006662295689655,8.909339961621685,8.90938434780554,0.006662295689655373,4.0,9.25,9.25,0.0,0.03682811225711517,0.03682331375075242,1.0,0.9719985828490414,1.0,0.9736842105263158
laplace,quadratic,baseline,fixed,nan,2,-2.0,5.0,20000,1337,4.0,4.084303819355037,1.283089532225778,1.2901966661836246,0.08430381935503739,4.08,1.312,1.3184,0.08,0.02203541751083995,0.02139209179033329,4.004303819355037,1.283089532225778,1.2831080550868186,0.004303819355037319,4.0,1.312,1.312,0.0,0.02203541751083995,0.022021299476510273,1.0,0.9945057902546175,1.0,0.9951456310679612
laplace,quadratic,baseline,fixed,nan,2,-2.0,7.0,20000,1337,4.0,4.044113462951446,0.6485385061485537,0.6504845037621223,0.04411346295144636,4.040816326530612,0.6613910870470637,0.6630570595585172,0.04081632653061224,0.019432649078918528,0.018961499037150907,4.003297136420834,0.648538506148554,0.6485493772571316,0.003297136420833624,4.0,0.6613910870470637,0.6613910870470636,0.0,0.019432649078918025,0.01941621234611262,1.0000000000000004,0.9970250997621023,1.0,0.9974874371859296
